segment_id,lat,lon,highway,length,cluster_espacial,jam_mean
183,-16.47856065,-68.11156445,residential,152.70520800333824,0,0.0
184,-16.4874237,-68.1632097,residential,20.931256144342623,0,0.0
185,-16.5227757,-68.05022975,residential,103.30799146823983,0,0.0
186,-16.49557015,-68.1156653,secondary,37.49200602031037,0,0.02525
187,-16.5441282,-68.06371985,secondary,95.70124633146308,0,0.2457083333333333
188,-16.52820245,-68.1122188,secondary,219.7423274479431,0,0.005597222222222222
189,-16.545399699999997,-68.0914413,secondary,18.887123392940406,0,0.2777777777777778
190,-16.52528755,-68.1040516,secondary,164.63089906325754,0,0.10269444444444445
191,-16.52244195,-68.14746500000001,secondary,81.29394491685915,0,0.1388333333333333
192,-16.541827599999998,-68.07750010000001,secondary,83.59530628977552,0,0.17893055555555556
193,-16.546694000000002,-68.0771588,secondary,165.31553383186332,0,0.6696249999999999
194,-16.5235781,-68.0668812,secondary,69.70939651561736,0,0.09208333333333332
195,-16.46248335,-68.15213890000001,secondary,38.64481081554949,0,0.5555555555555556
196,-16.52252375,-68.09114464999999,secondary,15.89080670781298,0,0.17822222222222228
197,-16.5178577,-68.11936349999999,secondary,907.4454248453402,0,0.0
198,-16.49457045,-68.1211748,secondary,9.399081665262235,0,0.09259722222222223
199,-16.511862700000002,-68.11800615000001,secondary,53.07352948110103,0,0.2579722222222222
200,-16.50899845,-68.1355097,secondary,27.20660953399108,0,0.0
201,-16.4971831,-68.11936315,secondary,33.25209725761213,0,0.20059722222222223
202,-16.505334400000002,-68.11419385,secondary,3.887077618303989,0,0.0
203,-16.51990085,-68.1394905,secondary,11.78960641231491,0,0.04629166666666667
204,-16.515942600000002,-68.08621565,secondary,140.07641882197638,0,0.6945833333333332
205,-16.5138018,-68.1437282,secondary,304.9527776268449,0,0.27331944444444445
206,-16.49819635,-68.14117405,secondary,159.46580069792586,0,1.4697777777777778
207,-16.51736005,-68.0876218,secondary,47.97125734060377,0,0.08333333333333333
208,-16.50892535,-68.13566525,secondary,5.631525925655749,0,0.0
