segment_id,u,v,lat_u,lon_u,lat_v,lon_v,highway,length,lat,lon
142,1346553268,1346553270,-16.4994054,-68.0823161,-16.4998311,-68.0827477,residential,66.4717607221288,-16.49961825,-68.08253189999999
143,10557439867,10557439877,-16.4518191,-68.0480733,-16.4513629,-68.0492075,residential,163.26603724411964,-16.451591,-68.0486404
144,560220226,11336566759,-16.5431155,-68.083216,-16.5431139,-68.0832731,residential,6.089016964115346,-16.5431147,-68.08324454999999
145,2861601657,10602991502,-16.4680128,-68.1549556,-16.4678841,-68.1552219,residential,31.88361134158169,-16.46794845,-68.15508875
146,13016709862,13016709867,-16.5744314,-68.0876976,-16.574076,-68.0887461,residential,120.81871316048786,-16.5742537,-68.08822185
147,6066709574,6066709599,-16.4406147,-68.1204426,-16.4405861,-68.1209415,residential,53.302003218754706,-16.4406004,-68.12069205
148,1361257019,2866752552,-16.5174786,-68.1098635,-16.5177598,-68.1098534,residential,31.425969414189666,-16.5176192,-68.10985845
149,2861519269,2861519271,-16.4418157,-68.1529686,-16.4420707,-68.1530776,residential,30.645124825945295,-16.441943199999997,-68.1530231
150,560244360,565826432,-16.5066864,-68.1368376,-16.5075244,-68.1365949,residential,108.62837922941578,-16.5071054,-68.13671625
151,2867949728,2867949730,-16.5516886,-68.0652069,-16.5516734,-68.0646526,residential,59.10562802662307,-16.551681,-68.06492975
152,2865421815,5054636833,-16.4971762,-68.0692876,-16.4971532,-68.068273,residential,108.22663979638463,-16.4971647,-68.0687803
153,10608722260,10608722261,-16.496484,-68.06387,-16.4964597,-68.0640878,residential,23.37807326916847,-16.49647185,-68.0639789
154,1332230299,1332230315,-16.5316861,-68.0387512,-16.5312794,-68.0389675,residential,50.761817744437536,-16.531482750000002,-68.03885935
155,1498339305,1785193612,-16.5083721,-68.1460543,-16.5084621,-68.1463011,residential,28.543531766800477,-16.5084171,-68.14617770000001
156,1785037252,2864834357,-16.4797193,-68.1295145,-16.4806123,-68.1305373,residential,149.98608988299327,-16.4801658,-68.13002589999999
157,2865723349,11148965631,-16.5132317,-68.0792097,-16.5129971,-68.0786173,residential,68.88564322119231,-16.5131144,-68.0789135
158,1132462177,5304878779,-16.4995866,-68.1577212,-16.4996856,-68.1571432,residential,63.73577420571004,-16.4996361,-68.15743219999999
159,8976792196,8977095485,-16.4624677,-68.1407392,-16.4623282,-68.1406248,residential,19.981755312880125,-16.462397950000003,-68.140682
160,1786103060,1786103062,-16.5411297,-68.0943974,-16.5413931,-68.0951205,residential,82.45476550849132,-16.5412614,-68.09475895
161,1531065045,1531065046,-16.5482002,-68.0773615,-16.5485198,-68.0770288,residential,50.204768720837144,-16.548360000000002,-68.07719515
162,6804288480,6804288483,-16.5658244,-68.0891623,-16.5654812,-68.0886111,residential,70.053791148386,-16.565652800000002,-68.08888669999999
163,1333185827,13399364074,-16.5221926,-68.0630373,-16.5223061,-68.0628575,residential,22.94932588302919,-16.522249350000003,-68.06294740000001
164,1334734635,1334734670,-16.4871409,-68.077914,-16.4867939,-68.0776399,residential,50.31584664890513,-16.486967399999997,-68.07777695
165,1786081390,3791378936,-16.5307056,-68.1265184,-16.5318833,-68.126809,residential,184.14444781679427,-16.53129445,-68.1266637
166,2867899141,2867899189,-16.5477477,-68.0970638,-16.5477072,-68.0973146,residential,27.10936462139482,-16.54772745,-68.0971892
167,2867899126,2867899200,-16.5475638,-68.0980139,-16.5471153,-68.0983633,residential,62.242437805974895,-16.54733955,-68.0981886
168,1210163489,1210163505,-16.5331534,-68.0715567,-16.5327233,-68.0718431,residential,56.73878229879661,-16.532938350000002,-68.0716999
169,1786102670,2867880955,-16.5324065,-68.1037719,-16.5326926,-68.1029432,residential,100.04061501131766,-16.53254955,-68.10335755
170,2454674186,2454674219,-16.5626281,-68.0995073,-16.562835,-68.1005807,residential,117.11240647892575,-16.562731550000002,-68.100044
171,560220184,560220191,-16.5438239,-68.0855267,-16.5430926,-68.086111,residential,107.93189419912417,-16.54345825,-68.08581885000001
172,1332068775,1332068884,-16.4991863,-68.1011265,-16.4993529,-68.102314,residential,127.9551425200687,-16.4992696,-68.10172025
173,322599617,1345733140,-16.4902028,-68.1123236,-16.4896202,-68.1116913,residential,98.46160848380241,-16.489911499999998,-68.11200745
174,2864834327,8979129800,-16.4831253,-68.1310755,-16.4831571,-68.1310429,residential,4.958406856117941,-16.4831412,-68.1310592
175,1213979333,1213980140,-16.5133162,-68.1106179,-16.5139831,-68.1110274,residential,108.95864604638325,-16.513649649999998,-68.11082264999999
176,1786102833,1786102875,-16.5349174,-68.1007611,-16.5356578,-68.0992555,residential,184.54032640882238,-16.5352876,-68.1000083
177,1437216231,1437216237,-16.4791824,-68.1429154,-16.4795136,-68.1424675,residential,60.50267388104815,-16.479348,-68.14269145
178,565307336,4362292628,-16.4863973,-68.1229527,-16.4855088,-68.1237362,residential,138.72824651705028,-16.48595305,-68.12334444999999
179,2863473413,2863473415,-16.488179,-68.1682251,-16.4876992,-68.167404,residential,102.52319177885241,-16.4879391,-68.16781455
180,3778821571,3778821573,-16.4950721,-68.1482635,-16.4950634,-68.1485657,residential,32.24548842656158,-16.49506775,-68.1484146
181,565307419,1784894869,-16.483519,-68.119053,-16.482531,-68.1188966,residential,112.26808245635976,-16.483025,-68.11897479999999
182,560220175,560220203,-16.5439327,-68.0851415,-16.5449246,-68.0848597,residential,114.3236863469883,-16.54442865,-68.0850006
183,2864525623,2864525650,-16.4785478,-68.1122759,-16.4785735,-68.110853,residential,152.70520800333824,-16.47856065,-68.11156445
184,1210648116,1210648292,-16.4875176,-68.1632164,-16.4873298,-68.163203,residential,20.931256144342626,-16.4874237,-68.1632097
185,5351900179,5650016974,-16.5231673,-68.0500993,-16.5223841,-68.0503602,residential,103.30799146823983,-16.5227757,-68.05022975
186,2038652727,5434439293,-16.4956055,-68.1158372,-16.4955348,-68.1154934,secondary,37.49200602031037,-16.49557015,-68.1156653
187,1589089941,4398129462,-16.5445268,-68.0635968,-16.5437296,-68.0638429,secondary,95.70124633146307,-16.5441282,-68.06371985
188,4381341044,4381341048,-16.5274868,-68.1129055,-16.5289181,-68.1115321,secondary,219.7423274479431,-16.52820245,-68.1122188
189,560220096,4307820746,-16.5453253,-68.0914042,-16.5454741,-68.0914784,secondary,18.887123392940406,-16.545399699999997,-68.0914413
190,1208361859,1785386807,-16.5249727,-68.1033677,-16.5256024,-68.1047355,secondary,164.63089906325754,-16.52528755,-68.1040516
191,1498340392,4569411392,-16.5220772,-68.1474436,-16.5228067,-68.1474864,secondary,81.29394491685915,-16.52244195,-68.14746500000001
192,560220475,560220479,-16.5421958,-68.0774212,-16.5414594,-68.077579,secondary,83.59530628977552,-16.541827599999998,-68.07750010000001
193,560220030,560220061,-16.5465705,-68.0779234,-16.5468175,-68.0763942,secondary,165.31553383186332,-16.546694000000002,-68.0771588
194,4381259820,8737792878,-16.5238543,-68.0670356,-16.5233019,-68.0667268,secondary,69.70939651561736,-16.5235781,-68.0668812
195,2680838232,13322079911,-16.4623565,-68.1520177,-16.4626102,-68.1522601,secondary,38.644810815549484,-16.46248335,-68.15213890000001
196,4374468196,4375136585,-16.5224541,-68.0911584,-16.5225934,-68.0911309,secondary,15.89080670781298,-16.52252375,-68.09114464999999
197,418097786,4382726726,-16.5199281,-68.1184313,-16.5157873,-68.1202957,secondary,907.4454248453402,-16.5178577,-68.11936349999999
198,4750242898,4750242908,-16.4945589,-68.1211324,-16.494582,-68.1212172,secondary,9.399081665262235,-16.49457045,-68.1211748
199,322599166,5070860558,-16.5120645,-68.1178739,-16.5116609,-68.1181384,secondary,53.07352948110103,-16.511862700000002,-68.11800615000001
200,4392268996,6040647296,-16.5090683,-68.1355866,-16.5089286,-68.1354328,secondary,27.206609533991077,-16.50899845,-68.1355097
201,322599395,11055718558,-16.4973171,-68.1193009,-16.4970491,-68.1194254,secondary,33.25209725761213,-16.4971831,-68.11936315
202,8983370867,8983370876,-16.5053358,-68.1142118,-16.505333,-68.1141759,secondary,3.887077618303989,-16.505334400000002,-68.11419385
203,1498340139,4365691594,-16.5199153,-68.1395415,-16.5198864,-68.1394395,secondary,11.78960641231491,-16.51990085,-68.1394905
204,560189029,560189036,-16.5165721,-68.0862381,-16.5153131,-68.0861932,secondary,140.07641882197638,-16.515942600000002,-68.08621565
205,4365707054,4365707063,-16.5151284,-68.1435519,-16.5124752,-68.1439045,secondary,304.9527776268449,-16.5138018,-68.1437282
206,561047803,561047842,-16.4987012,-68.140647,-16.4976915,-68.1417011,secondary,159.46580069792586,-16.49819635,-68.14117405
207,560189001,11810453877,-16.5171445,-68.0876132,-16.5175756,-68.0876304,secondary,47.97125734060377,-16.51736005,-68.0876218
208,324100361,2865705987,-16.5089497,-68.1356725,-16.508901,-68.135658,secondary,5.631525925655749,-16.50892535,-68.13566525
209,1784894643,1784894645,-16.4742461,-68.1168991,-16.4744711,-68.1170345,secondary,28.885860326836312,-16.4743586,-68.1169668
210,412861343,2387047999,-16.5046644,-68.1287609,-16.5053357,-68.1296826,secondary,123.47870810699747,-16.50500005,-68.12922175
